HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N11.HOG0000187	OG0000127	n0																			O9324_03760|hypothetical	
N11.HOG0000188	OG0000128	n0													O9326_09960|hypothetical			O9290_00375|hypothetical			O9324_00055|hypothetical	
N11.HOG0000189	OG0000129	n0																O9290_00650|hypothetical			O9324_11170|hypothetical	
N11.HOG0000190	OG0000130	n0			ctg98_1|hypothetical														O9299_07730|hypothetical			O9336_12225|hypothetical
N11.HOG0000191	OG0000131	n0																O9290_18885|biosynthetic-additional				
N11.HOG0000192	OG0000132	n0			ctg639_6|hypothetical									ctg326_1|hypothetical	O9326_03850|hypothetical	ctg35_26|hypothetical		O9290_26390|hypothetical			O9324_03970|hypothetical	
N11.HOG0000193	OG0000133	n0			ctg639_20|hypothetical											ctg35_11|hypothetical		O9290_26310|hypothetical	O9299_05490|hypothetical		O9324_11545|hypothetical	O9336_11280|hypothetical
N11.HOG0000194	OG0000134	n0			ctg11_2|biosynthetic										O9326_07125|biosynthetic	ctg234_4|biosynthetic		O9290_20215|biosynthetic-additional			O9324_24160|biosynthetic	
N11.HOG0000195	OG0000135	n0			ctg11_3|hypothetical										O9326_07130|hypothetical	ctg234_9|hypothetical, ctg234_5|hypothetical					O9324_24155|hypothetical	
N11.HOG0000196	OG0000136	n0			ctg11_4|biosynthetic										O9326_07135|biosynthetic	ctg234_10|biosynthetic, ctg234_6|biosynthetic					O9324_24150|biosynthetic	
N11.HOG0000197	OG0000137	n0			ctg212_19|biosynthetic-additional																	
N11.HOG0000198	OG0000139	n0																O9290_07560|hypothetical				
N11.HOG0000199	OG0000141	n0			ctg489_1|hypothetical, ctg358_17|hypothetical										O9326_22435|hypothetical	ctg148_4|hypothetical						
N11.HOG0000200	OG0000143	n0																O9290_00355|hypothetical				
N11.HOG0000201	OG0000144	n0													O9326_10365|hypothetical	ctg160_22|hypothetical		O9290_15755|hypothetical				
N11.HOG0000202	OG0000145	n0													O9326_11045|hypothetical, O9326_10385|hypothetical	ctg160_26|hypothetical		O9290_15775|hypothetical				
N11.HOG0000203	OG0000146	n0													O9326_11040|hypothetical, O9326_10390|hypothetical	ctg160_27|hypothetical		O9290_15780|hypothetical				
N11.HOG0000204	OG0000147	n0																	O9299_01390|hypothetical			O9336_07360|hypothetical
N11.HOG0000205	OG0000148	n0														ctg221_8|biosynthetic-additional					O9324_03675|biosynthetic-additional	
N11.HOG0000206	OG0000149	n0																			O9324_11155|hypothetical	
N11.HOG0000207	OG0000152	n0																O9290_07540|biosynthetic-additional				
N11.HOG0000208	OG0000153	n0																O9290_07535|hypothetical				
N11.HOG0000209	OG0000154	n0																O9290_07530|biosynthetic-additional				
N11.HOG0000210	OG0000155	n0																O9290_07515|hypothetical				
N11.HOG0000211	OG0000156	n0																O9290_07510|hypothetical				
N11.HOG0000212	OG0000157	n0													O9326_23815|hypothetical	ctg122_13|hypothetical		O9290_01005|hypothetical				
N11.HOG0000213	OG0000158	n0														ctg122_18|hypothetical		O9290_01030|hypothetical				
N11.HOG0000214	OG0000159	n0																O9290_18890|hypothetical				
N11.HOG0000215	OG0000160	n0																O9290_18880|biosynthetic-additional				
N11.HOG0000216	OG0000161	n0			ctg639_22|hypothetical											ctg35_9|hypothetical		O9290_26300|hypothetical	O9299_05480|hypothetical			O9336_11270|hypothetical
N11.HOG0000217	OG0000162	n0			ctg639_23|hypothetical											ctg35_8|hypothetical		O9290_26295|hypothetical	O9299_05475|hypothetical			O9336_11265|hypothetical
N11.HOG0000218	OG0000163	n0			ctg639_24|hypothetical											ctg35_7|hypothetical		O9290_26290|hypothetical	O9299_05470|hypothetical			O9336_11260|hypothetical
N11.HOG0000219	OG0000164	n0			ctg639_25|hypothetical											ctg35_6|hypothetical		O9290_26285|hypothetical	O9299_05465|hypothetical			O9336_11255|hypothetical
N11.HOG0000220	OG0000165	n0			ctg639_26|hypothetical											ctg35_4|hypothetical		O9290_26280|hypothetical	O9299_05460|hypothetical			O9336_11250|hypothetical
N11.HOG0000221	OG0000166	n0			ctg212_18|hypothetical																	
N11.HOG0000222	OG0000167	n0													O9326_10020|hypothetical	ctg304_15|hypothetical					O9324_00115|hypothetical	
N11.HOG0000223	OG0000168	n0																O9290_00605|hypothetical	O9299_10845|hypothetical		O9324_19145|hypothetical	O9336_14560|hypothetical
N11.HOG0000224	OG0000169	n0																O9290_00600|hypothetical	O9299_10840|hypothetical		O9324_19150|hypothetical	O9336_14565|hypothetical
N11.HOG0000225	OG0000170	n0																O9290_00595|hypothetical	O9299_10835|hypothetical		O9324_19155|hypothetical	O9336_14570|hypothetical
N11.HOG0000226	OG0000171	n0																O9290_00590|hypothetical	O9299_10830|hypothetical		O9324_19160|hypothetical	O9336_14575|hypothetical
N11.HOG0000227	OG0000172	n0														ctg35_3|hypothetical		O9290_26275|hypothetical	O9299_05445|hypothetical			O9336_11235|hypothetical
N11.HOG0000228	OG0000173	n0														ctg35_2|hypothetical		O9290_26265|hypothetical	O9299_05435|hypothetical			O9336_11225|hypothetical
N11.HOG0000229	OG0000174	n0													O9326_22470|hypothetical	ctg148_13|hypothetical			O9299_06700|hypothetical			O9336_08050|hypothetical
N11.HOG0000230	OG0000175	n0														ctg251_2|biosynthetic			O9299_01355|biosynthetic			O9336_07330|biosynthetic
N11.HOG0000231	OG0000176	n0														ctg251_1|biosynthetic			O9299_01350|biosynthetic			O9336_07325|biosynthetic
N11.HOG0000232	OG0000177	n0																	O9299_05585|hypothetical			O9336_11375|hypothetical
N11.HOG0000233	OG0000178	n0												ctg206_1|biosynthetic-additional, ctg1684_2|biosynthetic-additional, ctg1209_15|biosynthetic, ctg1209_14|biosynthetic, ctg1209_36|biosynthetic, ctg49_4|biosynthetic								
N11.HOG0000234	OG0000179	n0														ctg194_4|transport						
N11.HOG0000235	OG0000182	n0												ctg326_2|hypothetical							O9324_03965|hypothetical	
N11.HOG0000236	OG0000184	n0													O9326_06145|biosynthetic-additional	ctg148_17|biosynthetic-additional						
N11.HOG0000237	OG0000185	n0			ctg212_36|biosynthetic-additional																	
N11.HOG0000238	OG0000186	n0													O9326_10325|hypothetical	ctg160_14|hypothetical						
N11.HOG0000239	OG0000187	n0														ctg188_9|hypothetical		O9290_07600|hypothetical				
N11.HOG0000240	OG0000188	n0														ctg194_2|hypothetical						
N11.HOG0000241	OG0000189	n0																			O9324_10485|biosynthetic-additional	
N11.HOG0000242	OG0000191	n0																			O9324_10800|hypothetical, O9324_11165|hypothetical	
N11.HOG0000243	OG0000200	n0																	O9299_17950|hypothetical			O9336_14805|hypothetical
N11.HOG0000244	OG0000201	n0																	O9299_17955|hypothetical			O9336_14810|hypothetical
N11.HOG0000245	OG0000202	n0																O9290_20205|biosynthetic				
N11.HOG0000246	OG0000203	n0														ctg122_15|biosynthetic-additional		O9290_01015|biosynthetic-additional				
N11.HOG0000247	OG0000204	n0														ctg122_16|biosynthetic-additional		O9290_01020|biosynthetic-additional				
N11.HOG0000248	OG0000205	n0														ctg122_17|transport		O9290_01025|transport				
N11.HOG0000249	OG0000206	n0														ctg4_7|hypothetical					O9324_10455|hypothetical	
N11.HOG0000250	OG0000207	n0												ctg1648_5|hypothetical				O9290_04855|hypothetical				
N11.HOG0000251	OG0000208	n0												ctg1648_4|hypothetical				O9290_04850|hypothetical				
N11.HOG0000252	OG0000209	n0																O9290_18900|hypothetical, O9290_07500|hypothetical				
N11.HOG0000253	OG0000210	n0			ctg489_17|hypothetical										O9326_06185|hypothetical	ctg148_24|hypothetical		O9290_18955|hypothetical			O9324_21685|hypothetical	
N11.HOG0000254	OG0000211	n0			ctg489_18|hypothetical										O9326_06190|hypothetical	ctg148_25|hypothetical		O9290_18970|hypothetical			O9324_21680|hypothetical	
N11.HOG0000255	OG0000212	n0			ctg489_19|regulatory										O9326_06195|regulatory	ctg148_26|regulatory		O9290_18975|regulatory			O9324_21675|regulatory	
N11.HOG0000256	OG0000213	n0			ctg489_20|hypothetical										O9326_06200|hypothetical	ctg148_27|hypothetical		O9290_18980|hypothetical			O9324_21670|hypothetical	
N11.HOG0000257	OG0000214	n0			ctg569_6|biosynthetic-additional										O9326_16455|biosynthetic-additional	ctg112_3|biosynthetic-additional						
N11.HOG0000258	OG0000215	n0			ctg569_7|hypothetical										O9326_16450|hypothetical	ctg112_2|hypothetical						
N11.HOG0000259	OG0000216	n0			ctg569_8|hypothetical										O9326_16445|hypothetical	ctg112_1|hypothetical						
N11.HOG0000260	OG0000217	n0			ctg138_8|biosynthetic-additional																O9324_18515|biosynthetic-additional	
N11.HOG0000261	OG0000218	n0			ctg138_13|hypothetical																O9324_18490|hypothetical	
N11.HOG0000262	OG0000219	n0			ctg98_11|hypothetical														O9299_07680|hypothetical		O9324_06465|hypothetical	O9336_12175|hypothetical
N11.HOG0000263	OG0000220	n0												ctg849_1|biosynthetic-additional	O9326_00660|biosynthetic	ctg188_1|biosynthetic		O9290_00995|biosynthetic				
N11.HOG0000264	OG0000221	n2														ctg122_20|hypothetical		O9290_01040|hypothetical				
N11.HOG0000265	OG0000221	n3														ctg122_22|hypothetical		O9290_00955|hypothetical				
N11.HOG0000266	OG0000222	n0																	O9299_01395|hypothetical			O9336_07365|hypothetical
N11.HOG0000267	OG0000223	n0													O9326_07245|biosynthetic	ctg194_6|biosynthetic						
N11.HOG0000268	OG0000224	n0																	O9299_06730|biosynthetic-additional			O9336_08080|biosynthetic-additional
N11.HOG0000269	OG0000225	n0																	O9299_06735|hypothetical			O9336_08085|hypothetical
N11.HOG0000270	OG0000226	n0																	O9299_06740|hypothetical			O9336_08090|hypothetical
N11.HOG0000271	OG0000227	n0													O9326_09975|hypothetical	ctg160_28|other					O9324_00070|hypothetical	
N11.HOG0000272	OG0000235	n0													O9326_10355|hypothetical	ctg160_20|hypothetical						
N11.HOG0000273	OG0000236	n0																O9290_00350|other				
N11.HOG0000274	OG0000237	n0													O9326_10265|other	ctg160_2|other						
N11.HOG0000275	OG0000238	n0													O9326_10270|other	ctg160_3|other						
N11.HOG0000276	OG0000239	n0																O9290_15745|hypothetical				
N11.HOG0000277	OG0000240	n0																O9290_15750|hypothetical				
N11.HOG0000278	OG0000241	n0																	O9299_19120|hypothetical			O9336_00735|hypothetical
N11.HOG0000279	OG0000242	n0																	O9299_19125|hypothetical			O9336_00740|hypothetical
N11.HOG0000280	OG0000244	n0																O9290_20195|hypothetical				
N11.HOG0000281	OG0000249	n0																	O9299_17920|hypothetical			O9336_14775|hypothetical
N11.HOG0000282	OG0000250	n0																	O9299_17925|hypothetical			O9336_14780|hypothetical
N11.HOG0000283	OG0000251	n0																	O9299_17930|hypothetical			O9336_14785|hypothetical
N11.HOG0000284	OG0000253	n0														ctg4_2|hypothetical					O9324_10440|hypothetical	
N11.HOG0000285	OG0000254	n0														ctg4_3|hypothetical					O9324_10445|hypothetical	
N11.HOG0000286	OG0000255	n0														ctg4_6|hypothetical					O9324_10450|hypothetical	
N11.HOG0000287	OG0000256	n0																O9290_08285|hypothetical, O9290_08275|hypothetical				
N11.HOG0000288	OG0000257	n0																			O9324_06510|hypothetical	
N11.HOG0000289	OG0000260	n0												ctg1648_3|hypothetical				O9290_04845|hypothetical				
N11.HOG0000290	OG0000261	n0																O9290_18905|hypothetical				
N11.HOG0000291	OG0000262	n0																O9290_18895|other				
N11.HOG0000292	OG0000263	n0			ctg489_16|hypothetical										O9326_06180|hypothetical	ctg148_23|hypothetical						
N11.HOG0000293	OG0000264	n0			ctg560_5|hypothetical									ctg555_2|hypothetical				O9290_11910|hypothetical			O9324_10765|hypothetical	
N11.HOG0000294	OG0000265	n0			ctg560_8|biosynthetic-additional													O9290_11925|biosynthetic-additional			O9324_10750|biosynthetic-additional	
N11.HOG0000295	OG0000266	n0			ctg560_9|biosynthetic-additional													O9290_11930|biosynthetic-additional, O9290_20210|biosynthetic-additional			O9324_10745|biosynthetic-additional	
N11.HOG0000296	OG0000267	n0			ctg638_2|biosynthetic													O9290_21750|biosynthetic			O9324_10785|biosynthetic	
N11.HOG0000297	OG0000268	n0			ctg467_1|biosynthetic													O9290_24115|biosynthetic				
N11.HOG0000298	OG0000269	n0			ctg138_6|hypothetical																	
N11.HOG0000299	OG0000270	n0			ctg639_4|hypothetical										O9326_03860|hypothetical	ctg35_28|hypothetical					O9324_03980|hypothetical	
N11.HOG0000300	OG0000271	n0			ctg639_5|hypothetical										O9326_03855|hypothetical	ctg35_27|hypothetical					O9324_03975|hypothetical	
N11.HOG0000301	OG0000272	n0														ctg304_9|hypothetical						
N11.HOG0000302	OG0000273	n0																O9290_00580|hypothetical			O9324_19180|hypothetical	
N11.HOG0000303	OG0000274	n0																O9290_00575|hypothetical			O9324_19185|hypothetical	
N11.HOG0000304	OG0000275	n0																O9290_00570|hypothetical			O9324_19190|hypothetical	
N11.HOG0000305	OG0000276	n0														ctg122_21|hypothetical, ctg122_19|hypothetical		O9290_01035|hypothetical				
N11.HOG0000306	OG0000277	n0																O9290_26260|hypothetical	O9299_05430|hypothetical			O9336_11220|hypothetical
N11.HOG0000307	OG0000278	n0																O9290_26255|hypothetical	O9299_05425|hypothetical			O9336_11215|hypothetical
N11.HOG0000308	OG0000279	n0																	O9299_05415|hypothetical			O9336_11205|hypothetical
N11.HOG0000309	OG0000280	n0														ctg122_9|hypothetical						
N11.HOG0000310	OG0000281	n0												ctg1209_6|other, ctg1209_18|other, ctg1209_35|other								
N11.HOG0000311	OG0000282	n0																	O9299_17970|hypothetical			O9336_14825|hypothetical
N11.HOG0000312	OG0000283	n0													O9326_07250|hypothetical	ctg194_7|hypothetical						
N11.HOG0000313	OG0000284	n0													O9326_07270|hypothetical	ctg194_13|hypothetical						
N11.HOG0000314	OG0000286	n0																	O9299_06755|other			O9336_08105|other
N11.HOG0000315	OG0000287	n0																	O9299_06760|hypothetical			O9336_08110|hypothetical
N11.HOG0000316	OG0000288	n0																O9290_00890|hypothetical	O9299_10825|hypothetical			O9336_14580|hypothetical
N11.HOG0000317	OG0000289	n0												ctg1209_31|transport	O9326_07240|transport	ctg194_5|transport						
N11.HOG0000318	OG0000290	n0														ctg194_3|hypothetical, ctg194_12|hypothetical						
N11.HOG0000319	OG0000291	n0																	O9299_07675|hypothetical		O9324_06460|hypothetical	O9336_12170|hypothetical
N11.HOG0000320	OG0000292	n0																O9290_20220|hypothetical, O9290_19145|hypothetical, O9290_18965|hypothetical				
N11.HOG0000321	OG0000293	n0													O9326_07120|hypothetical	ctg234_3|hypothetical					O9324_24165|hypothetical	
N11.HOG0000322	OG0000294	n0												ctg30_2|biosynthetic-additional, ctg30_1|biosynthetic-additional				O9290_08310|biosynthetic-additional, O9290_08315|biosynthetic-additional				
N11.HOG0000323	OG0000295	n0													O9326_22430|hypothetical	ctg148_2|hypothetical			O9299_10815|hypothetical			O9336_14590|hypothetical
N11.HOG0000324	OG0000327	-			ctg489_2|hypothetical										O9326_22440|hypothetical	ctg148_5|hypothetical						
N11.HOG0000325	OG0000328	-			ctg560_10|hypothetical													O9290_11935|hypothetical			O9324_10740|hypothetical	
N11.HOG0000326	OG0000329	-			ctg404_4|biosynthetic									ctg30_4|biosynthetic				O9290_08300|biosynthetic				
N11.HOG0000327	OG0000331	-			ctg138_16|biosynthetic-additional													O9290_00910|biosynthetic-additional			O9324_18470|biosynthetic-additional	
N11.HOG0000328	OG0000332	-			ctg639_27|hypothetical														O9299_05455|hypothetical			O9336_11245|hypothetical
N11.HOG0000329	OG0000384	-												ctg46_7|biosynthetic-additional, ctg1366_1|hypothetical, ctg49_1|biosynthetic								
N11.HOG0000330	OG0000385	-												ctg49_5|hypothetical, ctg206_3|hypothetical, ctg1162_1|biosynthetic								
N11.HOG0000331	OG0000386	-													O9326_07115|biosynthetic-additional	ctg234_1|biosynthetic-additional					O9324_24170|biosynthetic-additional	
N11.HOG0000332	OG0000387	-													O9326_07140|hypothetical	ctg234_7|hypothetical, ctg234_8|hypothetical						
N11.HOG0000333	OG0000388	-													O9326_09980|hypothetical	ctg304_5|hypothetical					O9324_00075|hypothetical	
N11.HOG0000334	OG0000389	-													O9326_03845|hypothetical			O9290_26385|hypothetical			O9324_19170|hypothetical	
N11.HOG0000335	OG0000390	-														ctg304_1|hypothetical, ctg304_4|hypothetical, ctg304_6|hypothetical						
N11.HOG0000336	OG0000391	-																O9290_26270|hypothetical	O9299_05440|hypothetical			O9336_11230|hypothetical
N11.HOG0000337	OG0000392	-																O9290_23345|hypothetical	O9299_05615|hypothetical			O9336_11405|hypothetical
N11.HOG0000338	OG0000393	-																O9290_23350|hypothetical	O9299_05610|hypothetical			O9336_11400|hypothetical
N11.HOG0000339	OG0000466	-			ctg138_9|hypothetical																O9324_18510|hypothetical	
N11.HOG0000340	OG0000467	-			ctg138_14|biosynthetic-additional																O9324_18485|biosynthetic-additional	
N11.HOG0000341	OG0000468	-			ctg138_15|hypothetical																O9324_18480|hypothetical	
N11.HOG0000342	OG0000469	-			ctg138_18|hypothetical, ctg138_17|hypothetical																	
N11.HOG0000343	OG0000470	-			ctg639_3|hypothetical											ctg35_29|hypothetical						
N11.HOG0000344	OG0000481	-			ctg11_5|hypothetical																O9324_24145|hypothetical	
N11.HOG0000345	OG0000521	-												ctg30_3|hypothetical				O9290_08305|hypothetical				
N11.HOG0000346	OG0000522	-												ctg1209_5|hypothetical, ctg1209_23|hypothetical								
N11.HOG0000347	OG0000523	-													O9326_23805|hypothetical	ctg122_11|hypothetical						
N11.HOG0000348	OG0000524	-													O9326_10970|hypothetical, O9326_10965|biosynthetic-additional							
N11.HOG0000349	OG0000525	-													O9326_10985|hypothetical, O9326_10980|hypothetical							
N11.HOG0000350	OG0000526	-													O9326_09985|hypothetical						O9324_00080|hypothetical	
N11.HOG0000351	OG0000527	-													O9326_13265|biosynthetic	ctg3_1|biosynthetic						
N11.HOG0000352	OG0000528	-													O9326_02760|hypothetical	ctg221_25|hypothetical						
N11.HOG0000353	OG0000529	-													O9326_22425|hypothetical	ctg148_1|hypothetical						
N11.HOG0000354	OG0000530	-														ctg188_11|hypothetical, ctg112_13|hypothetical						
N11.HOG0000355	OG0000531	-														ctg160_1|hypothetical		O9290_20240|hypothetical				
N11.HOG0000356	OG0000532	-														ctg4_4|hypothetical, ctg4_9|hypothetical						
N11.HOG0000357	OG0000533	-														ctg4_8|hypothetical					O9324_10460|hypothetical	
N11.HOG0000358	OG0000534	-														ctg4_10|hypothetical					O9324_10465|hypothetical	
N11.HOG0000359	OG0000535	-														ctg4_11|hypothetical					O9324_10470|hypothetical	
N11.HOG0000360	OG0000537	-																O9290_18990|hypothetical			O9324_21665|hypothetical	
N11.HOG0000361	OG0000538	-																O9290_18995|hypothetical			O9324_21660|hypothetical	
N11.HOG0000362	OG0000539	-																O9290_19000|hypothetical			O9324_21655|hypothetical	
N11.HOG0000363	OG0000540	-																O9290_19005|hypothetical			O9324_21650|hypothetical	
N11.HOG0000364	OG0000541	-																O9290_07615|other, O9290_07620|other				
N11.HOG0000365	OG0000542	-																allorf_01049_01237|biosynthetic-additional, O9290_00885|hypothetical				
N11.HOG0000366	OG0000543	-																O9290_00940|hypothetical, O9290_00930|hypothetical				
N11.HOG0000367	OG0000544	-																O9290_08280|hypothetical, O9290_08290|hypothetical				
N11.HOG0000368	OG0000545	-																O9290_20230|hypothetical, O9290_20245|hypothetical				
N11.HOG0000369	OG0000546	-																	O9299_03905|hypothetical			O9336_11475|hypothetical
N11.HOG0000370	OG0000547	-																	O9299_03910|hypothetical			O9336_11480|hypothetical
N11.HOG0000371	OG0000548	-																	O9299_03920|hypothetical			O9336_11490|hypothetical
N11.HOG0000372	OG0000549	-																	O9299_05565|hypothetical			O9336_11355|hypothetical
N11.HOG0000373	OG0000550	-																	O9299_05570|hypothetical			O9336_11360|hypothetical
N11.HOG0000374	OG0000551	-																	O9299_05575|biosynthetic-additional			O9336_11365|biosynthetic-additional
N11.HOG0000375	OG0000552	-																	O9299_05580|hypothetical			O9336_11370|hypothetical
N11.HOG0000376	OG0000553	-																	O9299_05590|hypothetical			O9336_11380|hypothetical
N11.HOG0000377	OG0000554	-																	O9299_05595|hypothetical			O9336_11385|hypothetical
N11.HOG0000378	OG0000555	-																	O9299_05600|hypothetical			O9336_11390|hypothetical
N11.HOG0000379	OG0000556	-																	O9299_05605|hypothetical			O9336_11395|hypothetical
N11.HOG0000380	OG0000557	-																	O9299_05620|hypothetical			O9336_11410|hypothetical
N11.HOG0000381	OG0000558	-																	O9299_07670|hypothetical			O9336_12165|hypothetical
N11.HOG0000382	OG0000559	-																	O9299_07735|hypothetical			O9336_12230|hypothetical
N11.HOG0000383	OG0000560	-																	O9299_07740|hypothetical			O9336_12235|hypothetical
N11.HOG0000384	OG0000561	-																	O9299_07750|hypothetical			O9336_12245|hypothetical
N11.HOG0000385	OG0000562	-																	O9299_07770|regulatory			O9336_12265|regulatory
N11.HOG0000386	OG0000563	-																	O9299_07775|regulatory			O9336_12270|regulatory
N11.HOG0000387	OG0000564	-																	O9299_07780|hypothetical			O9336_12275|hypothetical
N11.HOG0000388	OG0000565	-																	O9299_10795|hypothetical			O9336_14610|hypothetical
N11.HOG0000389	OG0000566	-																	O9299_10805|hypothetical			O9336_14600|hypothetical
N11.HOG0000390	OG0000567	-																	O9299_10820|hypothetical			O9336_14585|hypothetical
N11.HOG0000391	OG0000568	-																	O9299_10850|hypothetical			O9336_14555|hypothetical
N11.HOG0000392	OG0000569	-																	O9299_19135|hypothetical			O9336_00750|hypothetical
