HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N13.HOG0000263	OG0000279	n0																	O9299_05415|hypothetical			O9336_11205|hypothetical
N13.HOG0000264	OG0000281	n0												ctg1209_6|other, ctg1209_18|other, ctg1209_35|other								
N13.HOG0000265	OG0000282	n0																	O9299_17970|hypothetical			O9336_14825|hypothetical
N13.HOG0000266	OG0000286	n0																	O9299_06755|other			O9336_08105|other
N13.HOG0000267	OG0000287	n0																	O9299_06760|hypothetical			O9336_08110|hypothetical
N13.HOG0000268	OG0000288	n0																O9290_00890|hypothetical	O9299_10825|hypothetical			O9336_14580|hypothetical
N13.HOG0000269	OG0000289	n0												ctg1209_31|transport								
N13.HOG0000270	OG0000291	n0																	O9299_07675|hypothetical			O9336_12170|hypothetical
N13.HOG0000271	OG0000292	n0																O9290_20220|hypothetical, O9290_19145|hypothetical, O9290_18965|hypothetical				
N13.HOG0000272	OG0000294	n0												ctg30_2|biosynthetic-additional, ctg30_1|biosynthetic-additional				O9290_08310|biosynthetic-additional, O9290_08315|biosynthetic-additional				
N13.HOG0000273	OG0000295	n0																	O9299_10815|hypothetical			O9336_14590|hypothetical
N13.HOG0000274	OG0000329	-			ctg404_4|biosynthetic									ctg30_4|biosynthetic				O9290_08300|biosynthetic				
N13.HOG0000275	OG0000332	-			ctg639_27|hypothetical														O9299_05455|hypothetical			O9336_11245|hypothetical
N13.HOG0000276	OG0000384	-												ctg46_7|biosynthetic-additional, ctg1366_1|hypothetical, ctg49_1|biosynthetic								
N13.HOG0000277	OG0000385	-												ctg49_5|hypothetical, ctg206_3|hypothetical, ctg1162_1|biosynthetic								
N13.HOG0000278	OG0000391	-																O9290_26270|hypothetical	O9299_05440|hypothetical			O9336_11230|hypothetical
N13.HOG0000279	OG0000392	-																O9290_23345|hypothetical	O9299_05615|hypothetical			O9336_11405|hypothetical
N13.HOG0000280	OG0000393	-																O9290_23350|hypothetical	O9299_05610|hypothetical			O9336_11400|hypothetical
N13.HOG0000281	OG0000469	-			ctg138_18|hypothetical, ctg138_17|hypothetical																	
N13.HOG0000282	OG0000521	-												ctg30_3|hypothetical				O9290_08305|hypothetical				
N13.HOG0000283	OG0000522	-												ctg1209_5|hypothetical, ctg1209_23|hypothetical								
N13.HOG0000284	OG0000541	-																O9290_07615|other, O9290_07620|other				
N13.HOG0000285	OG0000542	-																allorf_01049_01237|biosynthetic-additional, O9290_00885|hypothetical				
N13.HOG0000286	OG0000543	-																O9290_00940|hypothetical, O9290_00930|hypothetical				
N13.HOG0000287	OG0000544	-																O9290_08280|hypothetical, O9290_08290|hypothetical				
N13.HOG0000288	OG0000545	-																O9290_20230|hypothetical, O9290_20245|hypothetical				
N13.HOG0000289	OG0000546	-																	O9299_03905|hypothetical			O9336_11475|hypothetical
N13.HOG0000290	OG0000547	-																	O9299_03910|hypothetical			O9336_11480|hypothetical
N13.HOG0000291	OG0000548	-																	O9299_03920|hypothetical			O9336_11490|hypothetical
N13.HOG0000292	OG0000549	-																	O9299_05565|hypothetical			O9336_11355|hypothetical
N13.HOG0000293	OG0000550	-																	O9299_05570|hypothetical			O9336_11360|hypothetical
N13.HOG0000294	OG0000551	-																	O9299_05575|biosynthetic-additional			O9336_11365|biosynthetic-additional
N13.HOG0000295	OG0000552	-																	O9299_05580|hypothetical			O9336_11370|hypothetical
N13.HOG0000296	OG0000553	-																	O9299_05590|hypothetical			O9336_11380|hypothetical
N13.HOG0000297	OG0000554	-																	O9299_05595|hypothetical			O9336_11385|hypothetical
N13.HOG0000298	OG0000555	-																	O9299_05600|hypothetical			O9336_11390|hypothetical
N13.HOG0000299	OG0000556	-																	O9299_05605|hypothetical			O9336_11395|hypothetical
N13.HOG0000300	OG0000557	-																	O9299_05620|hypothetical			O9336_11410|hypothetical
N13.HOG0000301	OG0000558	-																	O9299_07670|hypothetical			O9336_12165|hypothetical
N13.HOG0000302	OG0000559	-																	O9299_07735|hypothetical			O9336_12230|hypothetical
N13.HOG0000303	OG0000560	-																	O9299_07740|hypothetical			O9336_12235|hypothetical
N13.HOG0000304	OG0000561	-																	O9299_07750|hypothetical			O9336_12245|hypothetical
N13.HOG0000305	OG0000562	-																	O9299_07770|regulatory			O9336_12265|regulatory
N13.HOG0000306	OG0000563	-																	O9299_07775|regulatory			O9336_12270|regulatory
N13.HOG0000307	OG0000564	-																	O9299_07780|hypothetical			O9336_12275|hypothetical
N13.HOG0000308	OG0000565	-																	O9299_10795|hypothetical			O9336_14610|hypothetical
N13.HOG0000309	OG0000566	-																	O9299_10805|hypothetical			O9336_14600|hypothetical
N13.HOG0000310	OG0000567	-																	O9299_10820|hypothetical			O9336_14585|hypothetical
N13.HOG0000311	OG0000568	-																	O9299_10850|hypothetical			O9336_14555|hypothetical
N13.HOG0000312	OG0000569	-																	O9299_19135|hypothetical			O9336_00750|hypothetical
