HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N1.HOG0000085	OG0000038	n10			ctg404_1|biosynthetic-additional, ctg388_8|hypothetical, ctg98_12|hypothetical													O9290_00420|hypothetical				
N1.HOG0000086	OG0000039	n3				ctg608_20|biosynthetic-additional							O9338_13445|biosynthetic-additional									
N1.HOG0000087	OG0000039	n5			ctg431_20|hypothetical		ctg130_8|hypothetical								O9326_10955|hypothetical							
N1.HOG0000088	OG0000039	n8			ctg431_21|biosynthetic-additional		ctg130_9|biosynthetic-additional					ctg180_46|biosynthetic-additional										
N1.HOG0000089	OG0000039	n10	ctg43_5|biosynthetic-additional				ctg6_18|biosynthetic-additional					ctg151_38|biosynthetic-additional				ctg398_20|biosynthetic-additional						
N1.HOG0000090	OG0000040	n4					ctg6_16|hypothetical					ctg151_37|hypothetical										
N1.HOG0000091	OG0000040	n5	ctg43_7|hypothetical			ctg608_18|hypothetical, ctg608_19|hypothetical	ctg6_15|hypothetical						O9338_13455|hypothetical, O9338_13450|hypothetical			ctg398_18|hypothetical, ctg398_19|hypothetical						
N1.HOG0000092	OG0000040	n12	ctg43_6|hypothetical				ctg6_17|hypothetical															
N1.HOG0000093	OG0000041	n0	ctg43_10|transport	ctg55_36|transport	ctg358_3|transport	ctg608_14|transport, ctg148_32|transport	ctg6_12|transport	O9329_17560|transport		O9300_03875|transport		ctg151_34|transport	O9338_13470|transport			ctg398_15|transport		O9290_00945|transport		O9334_10150|transport		
N1.HOG0000094	OG0000042	n0	ctg43_14|biosynthetic-additional	ctg55_32|biosynthetic-additional	ctg358_7|biosynthetic-additional	ctg608_10|biosynthetic-additional	ctg6_8|biosynthetic-additional	O9329_17540|biosynthetic-additional		O9300_03855|biosynthetic-additional	O9275_03910|biosynthetic-additional	ctg151_30|biosynthetic-additional	O9338_13490|biosynthetic-additional		O9326_04745|biosynthetic-additional	ctg398_11|biosynthetic-additional				O9334_10130|biosynthetic-additional		
N1.HOG0000095	OG0000043	n0	ctg43_15|biosynthetic	ctg55_31|biosynthetic	ctg358_8|biosynthetic	ctg608_9|biosynthetic	ctg6_7|biosynthetic	O9329_17535|biosynthetic		O9300_03850|biosynthetic	O9275_03915|biosynthetic	ctg151_29|biosynthetic	O9338_13495|biosynthetic		O9326_04740|biosynthetic	ctg398_10|biosynthetic				O9334_10125|biosynthetic		
N1.HOG0000096	OG0000044	n0	ctg43_16|biosynthetic-additional	ctg55_30|biosynthetic-additional	ctg358_9|biosynthetic-additional	ctg608_8|biosynthetic-additional	ctg6_6|biosynthetic-additional	O9329_17530|biosynthetic-additional		O9300_03845|biosynthetic-additional	O9275_03920|biosynthetic-additional	ctg151_28|biosynthetic-additional	O9338_13500|biosynthetic-additional		O9326_00410|biosynthetic-additional	ctg398_9|biosynthetic-additional				O9334_10120|biosynthetic-additional		
N1.HOG0000097	OG0000045	n0	ctg43_20|biosynthetic-additional	ctg55_26|biosynthetic-additional	ctg358_13|biosynthetic-additional	ctg608_4|biosynthetic-additional	ctg6_2|biosynthetic-additional	O9329_17510|biosynthetic-additional		O9300_03825|biosynthetic-additional	O9275_03445|biosynthetic-additional	ctg151_24|biosynthetic-additional	O9338_13520|biosynthetic-additional		O9326_00430|biosynthetic-additional	ctg398_5|biosynthetic-additional				O9334_10100|biosynthetic-additional		
N1.HOG0000098	OG0000046	n0	ctg43_21|hypothetical	ctg55_25|hypothetical	ctg358_14|hypothetical	ctg608_3|hypothetical	ctg6_1|hypothetical	O9329_17505|hypothetical		O9300_03820|hypothetical	O9275_03450|hypothetical	ctg151_23|hypothetical	O9338_13525|hypothetical		O9326_00435|hypothetical	ctg398_4|hypothetical				O9334_10095|hypothetical		
N1.HOG0000099	OG0000047	n0	ctg68_29|hypothetical		ctg639_8|biosynthetic-additional			O9329_18650|biosynthetic-additional				ctg16_58|biosynthetic-additional		ctg326_4|biosynthetic-additional	O9326_06140|biosynthetic-additional, O9326_03835|biosynthetic-additional	ctg148_16|biosynthetic-additional, ctg35_24|biosynthetic-additional		O9290_26375|biosynthetic-additional	O9299_05550|biosynthetic-additional		O9324_03955|biosynthetic-additional	O9336_11340|biosynthetic-additional
N1.HOG0000100	OG0000048	n0	ctg38_41|biosynthetic-additional		ctg46_10|biosynthetic-additional	ctg527_20|biosynthetic-additional	ctg109_29|biosynthetic-additional	O9329_24745|biosynthetic-additional		O9300_15385|biosynthetic-additional	O9275_00730|biosynthetic-additional	ctg93_20|biosynthetic-additional	O9338_13175|biosynthetic-additional		O9326_02705|biosynthetic-additional	ctg221_14|biosynthetic-additional	ctg3_41|biosynthetic-additional	O9290_23365|biosynthetic-additional			O9324_03705|biosynthetic-additional	
N1.HOG0000101	OG0000049	n0	ctg38_52|biosynthetic-additional	ctg161_34|biosynthetic-additional			ctg109_39|biosynthetic-additional	O9329_24790|biosynthetic-additional				ctg93_29|biosynthetic-additional		ctg1209_12|biosynthetic-additional	O9326_02750|biosynthetic-additional	ctg221_23|biosynthetic-additional	ctg3_51|biosynthetic-additional, ctg25_24|biosynthetic-additional		O9299_01640|biosynthetic-additional	O9334_01900|biosynthetic-additional	O9324_03750|biosynthetic-additional	O9336_08840|biosynthetic-additional
N1.HOG0000102	OG0000050	n0			ctg569_2|hypothetical	ctg104_5|hypothetical		O9329_19195|hypothetical		O9300_01905|hypothetical		ctg166_22|hypothetical	O9338_13690|hypothetical		O9326_16470|hypothetical	ctg112_6|hypothetical		O9290_00620|hypothetical	O9299_10870|hypothetical		O9324_19130|hypothetical	O9336_14535|hypothetical
N1.HOG0000103	OG0000051	n0	ctg43_22|hypothetical	ctg55_24|hypothetical	ctg358_15|hypothetical	ctg608_2|hypothetical		O9329_17500|hypothetical		O9300_03815|hypothetical	O9275_03455|hypothetical	ctg151_22|hypothetical	O9338_13530|hypothetical		O9326_00440|hypothetical	ctg398_3|hypothetical				O9334_10090|hypothetical		
N1.HOG0000104	OG0000052	n3											O9338_13680|hypothetical		O9326_16475|hypothetical	ctg112_7|hypothetical					O9324_19125|hypothetical	
N1.HOG0000105	OG0000052	n7						O9329_19190|hypothetical										O9290_00625|hypothetical	O9299_10875|hypothetical			O9336_14530|hypothetical
N1.HOG0000106	OG0000052	n11				ctg104_3|hypothetical						ctg166_23|hypothetical										
N1.HOG0000107	OG0000053	n0	ctg43_9|other	ctg55_37|other	ctg358_2|other	ctg608_15|other	ctg6_13|other	O9329_17565|other		O9300_03880|other		ctg151_35|other	O9338_13465|other			ctg398_16|other				O9334_10155|other		
N1.HOG0000108	OG0000054	n0	ctg43_12|hypothetical	ctg55_34|hypothetical	ctg358_5|hypothetical	ctg608_12|hypothetical	ctg6_10|hypothetical	O9329_17550|hypothetical		O9300_03865|hypothetical		ctg151_32|hypothetical	O9338_13480|hypothetical			ctg398_13|hypothetical				O9334_10140|hypothetical		
N1.HOG0000109	OG0000055	n0	ctg43_23|transport	ctg55_23|transport	ctg358_16|transport	ctg608_1|transport		O9329_17495|transport		O9300_03810|transport		ctg151_21|transport	O9338_13535|transport		O9326_00445|transport	ctg398_2|transport				O9334_10085|transport		
N1.HOG0000110	OG0000056	n0	ctg35_49|biosynthetic-additional	ctg158_50|biosynthetic-additional	ctg431_33|biosynthetic-additional		ctg130_20|biosynthetic-additional			O9300_09085|biosynthetic-additional					O9326_10280|biosynthetic-additional	ctg160_5|biosynthetic-additional	ctg168_29|biosynthetic-additional		O9299_19075|biosynthetic-additional	O9334_08790|biosynthetic-additional		O9336_00690|biosynthetic-additional
N1.HOG0000111	OG0000057	n0	ctg35_57|other	ctg158_58|other						O9300_09045|other	O9275_01115|other				O9326_10320|other	ctg160_13|other	ctg168_21|other		O9299_19115|other	O9334_08750|other	O9324_16760|hypothetical	O9336_00730|other
N1.HOG0000112	OG0000058	n0	ctg35_70|hypothetical		ctg246_6|hypothetical	ctg682_13|hypothetical	ctg57_16|hypothetical	O9329_24250|hypothetical				ctg71_17|hypothetical			O9326_10375|hypothetical	ctg160_24|hypothetical	ctg168_8|hypothetical	O9290_15765|hypothetical			O9324_18460|hypothetical	
N1.HOG0000113	OG0000059	n0	ctg35_71|transport		ctg246_5|transport	ctg682_14|transport	ctg57_15|transport	O9329_24255|transport				ctg71_18|transport			O9326_10380|transport	ctg160_25|transport	ctg168_7|transport	O9290_15770|transport			O9324_18465|transport	
N1.HOG0000114	OG0000060	n0	ctg38_53|hypothetical	ctg161_33|hypothetical			ctg109_40|hypothetical	O9329_24795|hypothetical				ctg93_30|hypothetical			O9326_02755|hypothetical	ctg221_24|hypothetical	ctg3_52|hypothetical		O9299_01635|hypothetical	O9334_01895|hypothetical	O9324_03755|hypothetical	O9336_08845|hypothetical
N1.HOG0000115	OG0000061	n0		ctg217_21|biosynthetic-additional, ctg68_4|hypothetical		ctg148_20|hypothetical, ctg217_2|biosynthetic-additional							O9338_16160|biosynthetic-additional	ctg357_1|biosynthetic-additional		ctg122_14|hypothetical		O9290_18870|biosynthetic-additional, O9290_01010|hypothetical		O9334_00265|biosynthetic-additional, O9334_10505|hypothetical		
N1.HOG0000116	OG0000062	n0			ctg639_18|biosynthetic-additional	ctg46_15|hypothetical, ctg46_14|hypothetical								ctg521_2|hypothetical, ctg521_3|hypothetical		ctg35_14|biosynthetic-additional, ctg35_13|biosynthetic-additional		O9290_26320|hypothetical, O9290_26325|hypothetical	O9299_05500|hypothetical		O9324_11535|biosynthetic-additional	O9336_11290|hypothetical
N1.HOG0000117	OG0000063	n0	ctg43_8|hypothetical	ctg55_38|hypothetical	ctg358_1|hypothetical	ctg608_16|hypothetical	ctg6_14|hypothetical			O9300_03885|hypothetical		ctg151_36|hypothetical	O9338_13460|hypothetical			ctg398_17|hypothetical				O9334_10160|hypothetical		
N1.HOG0000118	OG0000064	n0		ctg80_10|hypothetical		ctg104_6|hypothetical						ctg166_31|hypothetical, ctg166_32|hypothetical	O9338_13695|hypothetical							O9334_13465|hypothetical	O9324_11145|hypothetical	
N1.HOG0000119	OG0000065	n0		ctg80_11|hypothetical		ctg156_3|hypothetical							O9338_10150|hypothetical	ctg36_2|hypothetical	O9326_16485|hypothetical	ctg112_9|hypothetical		O9290_00635|hypothetical	O9299_10800|hypothetical	O9334_13470|hypothetical	O9324_11185|hypothetical	O9336_14605|hypothetical
N1.HOG0000120	OG0000066	n0		ctg217_8|hypothetical, ctg80_16|hypothetical, ctg83_10|hypothetical, ctg83_18|hypothetical												ctg160_34|hypothetical, ctg4_5|hypothetical		O9290_04875|hypothetical		O9334_00330|hypothetical, O9334_13495|hypothetical, O9334_06775|hypothetical, O9334_06815|hypothetical		
N1.HOG0000121	OG0000067	n0		ctg55_16|hypothetical	ctg639_21|hypothetical	ctg46_18|hypothetical				O9300_03775|hypothetical		ctg151_14|hypothetical				ctg35_10|hypothetical		O9290_26305|hypothetical	O9299_05485|hypothetical	O9334_10050|hypothetical		O9336_11275|hypothetical
N1.HOG0000122	OG0000068	n0			ctg489_5|hypothetical	ctg444_1|hypothetical		O9329_18685|hypothetical				ctg16_64|hypothetical	O9338_07650|hypothetical		O9326_22455|hypothetical	ctg148_9|hypothetical		O9290_09235|hypothetical	O9299_06715|hypothetical			O9336_08065|hypothetical
N1.HOG0000123	OG0000069	n0			ctg489_6|hypothetical	ctg444_2|hypothetical		O9329_18680|hypothetical				ctg16_63|hypothetical	O9338_07655|hypothetical		O9326_22460|hypothetical	ctg148_10|hypothetical		O9290_09240|hypothetical	O9299_06710|hypothetical			O9336_08060|hypothetical
N1.HOG0000124	OG0000070	n0	ctg68_25|biosynthetic		ctg560_2|biosynthetic	ctg3_2|biosynthetic	ctg36_7|biosynthetic					ctg109_4|biosynthetic	O9338_18185|biosynthetic	ctg1209_3|hypothetical, ctg224_1|biosynthetic				O9290_11895|biosynthetic			O9324_10780|biosynthetic	
N1.HOG0000125	OG0000071	n0	ctg52_40|hypothetical		ctg212_26|hypothetical	ctg432_12|hypothetical	ctg136_7|hypothetical			O9300_08540|hypothetical	O9275_16970|hypothetical	ctg21_30|hypothetical	O9338_03065|hypothetical					O9290_19105|hypothetical				
N1.HOG0000126	OG0000072	n0	ctg52_41|hypothetical		ctg212_29|hypothetical	ctg432_9|hypothetical	ctg136_5|hypothetical	O9329_00620|hypothetical		O9300_08530|hypothetical	O9275_16980|hypothetical	ctg21_32|hypothetical	O9338_03055|hypothetical									
N1.HOG0000127	OG0000073	n0	ctg52_42|hypothetical		ctg212_30|hypothetical	ctg432_8|hypothetical	ctg136_4|hypothetical	O9329_00615|hypothetical		O9300_08525|hypothetical	O9275_16985|hypothetical	ctg21_33|hypothetical	O9338_03050|hypothetical									
N1.HOG0000128	OG0000074	n0	ctg52_45|biosynthetic-additional		ctg212_31|biosynthetic-additional	ctg432_7|biosynthetic-additional	ctg136_1|biosynthetic-additional	O9329_00610|biosynthetic-additional		O9300_08520|biosynthetic-additional	O9275_17005|biosynthetic-additional	ctg21_34|biosynthetic-additional	O9338_03040|biosynthetic-additional									
N1.HOG0000129	OG0000075	n0	ctg35_59|hypothetical			ctg202_22|hypothetical, ctg682_1|hypothetical							O9338_09305|hypothetical		O9326_10330|hypothetical	ctg160_15|hypothetical	ctg168_19|hypothetical	O9290_15715|hypothetical	O9299_07765|hypothetical			O9336_12260|hypothetical
N1.HOG0000130	OG0000076	n0	ctg35_68|hypothetical			ctg682_11|hypothetical		O9329_24290|hypothetical				ctg71_25|hypothetical			O9326_11020|hypothetical, O9326_10370|hypothetical	ctg160_23|hypothetical	ctg168_10|hypothetical	O9290_15760|hypothetical				
N1.HOG0000131	OG0000077	n0	ctg38_39|hypothetical				ctg109_27|hypothetical	O9329_24735|hypothetical		O9300_15395|hypothetical	O9275_00720|hypothetical	ctg93_18|hypothetical				ctg221_12|hypothetical	ctg3_39|hypothetical	O9290_23355|hypothetical			O9324_03695|hypothetical	
N1.HOG0000132	OG0000078	n0	ctg38_40|hypothetical				ctg109_28|hypothetical	O9329_24740|hypothetical		O9300_15390|hypothetical	O9275_00725|hypothetical	ctg93_19|hypothetical				ctg221_13|hypothetical	ctg3_40|hypothetical	O9290_23360|hypothetical			O9324_03700|hypothetical	
N1.HOG0000133	OG0000079	n0		ctg83_23|hypothetical	ctg98_2|hypothetical	ctg35_10|hypothetical		O9329_04820|hypothetical				ctg26_43|hypothetical		ctg1648_2|hypothetical				O9290_04840|hypothetical	O9299_07725|hypothetical	O9334_06840|hypothetical		O9336_12220|hypothetical
N1.HOG0000134	OG0000080	n0			ctg489_3|hypothetical			O9329_18695|hypothetical				ctg180_43|hypothetical, ctg16_66|hypothetical			O9326_22445|hypothetical	ctg148_7|hypothetical		O9290_09225|hypothetical	O9299_06725|hypothetical			O9336_08075|hypothetical
N1.HOG0000135	OG0000081	n0			ctg489_14|biosynthetic-additional			O9329_22200|biosynthetic-additional				ctg16_53|biosynthetic-additional			O9326_06170|biosynthetic-additional	ctg148_21|biosynthetic-additional		O9290_18940|biosynthetic-additional	O9299_17965|biosynthetic-additional		O9324_21700|biosynthetic-additional	O9336_14820|biosynthetic-additional
N1.HOG0000136	OG0000082	n0			ctg489_15|biosynthetic-additional			O9329_22205|biosynthetic-additional				ctg16_52|biosynthetic-additional			O9326_06175|biosynthetic-additional	ctg148_22|biosynthetic-additional		O9290_18945|biosynthetic-additional	O9299_17960|biosynthetic-additional		O9324_21695|biosynthetic-additional	O9336_14815|biosynthetic-additional
N1.HOG0000137	OG0000083	n0			ctg98_4|hypothetical	ctg35_14|hypothetical		O9329_09650|hypothetical				ctg26_36|hypothetical			O9326_18770|hypothetical	ctg4_14|hypothetical		O9290_04830|hypothetical	O9299_07715|hypothetical		O9324_06500|hypothetical	O9336_12210|hypothetical
N1.HOG0000138	OG0000084	n0			ctg98_5|hypothetical	ctg35_15|hypothetical		O9329_09655|hypothetical				ctg26_34|hypothetical			O9326_18765|hypothetical	ctg4_17|hypothetical		O9290_04825|hypothetical	O9299_07710|hypothetical		O9324_06495|hypothetical	O9336_12205|hypothetical
N1.HOG0000139	OG0000085	n2				ctg241_3|hypothetical											ctg25_7|hypothetical	O9290_07485|other				
N1.HOG0000140	OG0000085	n4													O9326_07110|hypothetical	ctg3_2|other	ctg25_4|other	O9290_26250|hypothetical	O9299_01695|hypothetical	O9334_06880|hypothetical		
N1.HOG0000141	OG0000086	n0	ctg10_15|hypothetical	ctg55_45|other		ctg217_7|other	ctg64_43|other										ctg86_15|hypothetical		O9299_17945|other	O9334_10195|other		O9336_14800|other
N1.HOG0000142	OG0000087	n0	ctg43_1|hypothetical, ctg175_2|hypothetical, ctg60_13|hypothetical			ctg608_26|hypothetical				O9300_03935|hypothetical			O9338_13410|hypothetical				ctg50_2|hypothetical, ctg21_13|hypothetical				O9324_18475|hypothetical	
N1.HOG0000143	OG0000088	n0	ctg114_5|biosynthetic-additional			ctg148_27|biosynthetic-additional	ctg180_6|biosynthetic-additional	O9329_03620|biosynthetic-additional				ctg269_6|biosynthetic-additional				ctg188_6|biosynthetic-additional	ctg125_5|biosynthetic-additional	O9290_00975|biosynthetic-additional				
N1.HOG0000144	OG0000089	n0	ctg52_39|other		ctg212_25|other	ctg432_13|other	ctg136_8|other			O9300_08545|other		ctg21_29|other	O9338_03075|other					O9290_19110|other				
N1.HOG0000145	OG0000090	n0	ctg52_47|hypothetical		ctg212_33|hypothetical	ctg432_5|hypothetical		O9329_00600|hypothetical		O9300_08510|hypothetical	O9275_17015|hypothetical	ctg21_37|hypothetical	O9338_03030|hypothetical									
N1.HOG0000146	OG0000091	n0	ctg52_48|hypothetical		ctg212_34|hypothetical	ctg432_4|hypothetical		O9329_00595|hypothetical		O9300_08505|hypothetical	O9275_17020|hypothetical	ctg21_38|hypothetical	O9338_03025|hypothetical									
N1.HOG0000147	OG0000092	n0	ctg52_49|hypothetical		ctg212_35|hypothetical	ctg432_3|hypothetical		O9329_00590|hypothetical		O9300_08500|hypothetical	O9275_17025|hypothetical	ctg21_39|hypothetical	O9338_03020|hypothetical									
N1.HOG0000148	OG0000093	n0	ctg31_9|other	ctg207_2|hypothetical			ctg151_7|other					ctg327_12|other					ctg188_9|other		O9299_03925|other	O9334_03655|hypothetical		O9336_11495|other
N1.HOG0000149	OG0000094	n0	ctg35_62|hypothetical			ctg682_4|hypothetical					O9275_23080|hypothetical			ctg456_2|hypothetical	O9326_11025|hypothetical, O9326_10345|hypothetical	ctg160_18|hypothetical	ctg168_16|hypothetical	O9290_15730|hypothetical				
N1.HOG0000150	OG0000095	n0			ctg489_4|hypothetical			O9329_18690|hypothetical				ctg16_65|hypothetical			O9326_22450|hypothetical	ctg148_8|hypothetical		O9290_09230|hypothetical	O9299_06720|hypothetical			O9336_08070|hypothetical
N1.HOG0000151	OG0000096	n0			ctg98_6|hypothetical	ctg35_16|hypothetical		O9329_09660|hypothetical				ctg26_33|hypothetical				ctg4_18|hypothetical		O9290_04820|hypothetical	O9299_07705|hypothetical		O9324_06490|hypothetical	O9336_12200|hypothetical
N1.HOG0000152	OG0000097	n0			ctg98_7|hypothetical	ctg35_17|hypothetical		O9329_09665|hypothetical				ctg26_32|hypothetical				ctg4_19|hypothetical		O9290_04815|hypothetical	O9299_07700|hypothetical		O9324_06485|hypothetical	O9336_12195|hypothetical
N1.HOG0000153	OG0000098	n0			ctg98_8|hypothetical	ctg35_18|hypothetical		O9329_09670|hypothetical				ctg26_31|hypothetical				ctg4_20|hypothetical		O9290_04810|hypothetical	O9299_07695|hypothetical		O9324_06480|hypothetical	O9336_12190|hypothetical
N1.HOG0000154	OG0000099	n0			ctg98_9|hypothetical	ctg35_19|hypothetical		O9329_09675|hypothetical				ctg26_30|hypothetical				ctg4_21|hypothetical		O9290_04805|hypothetical	O9299_07690|hypothetical		O9324_06475|hypothetical	O9336_12185|hypothetical
N1.HOG0000155	OG0000100	n1						O9329_20025|hypothetical				ctg5_6|hypothetical, ctg5_1|hypothetical										
N1.HOG0000156	OG0000100	n4					ctg221_24|biosynthetic-additional												O9299_01345|biosynthetic-additional			O9336_07320|biosynthetic-additional
N1.HOG0000157	OG0000100	n6					ctg221_12|biosynthetic-additional												O9299_01400|biosynthetic-additional			O9336_07370|biosynthetic-additional
N1.HOG0000158	OG0000101	n2										ctg16_70|biosynthetic-additional							O9299_06745|biosynthetic-additional			O9336_08095|biosynthetic-additional
N1.HOG0000159	OG0000101	n5										ctg16_71|biosynthetic-additional							O9299_06750|biosynthetic-additional			O9336_08100|biosynthetic-additional
N1.HOG0000160	OG0000102	n1	ctg68_10|hypothetical				ctg36_23|hypothetical															
N1.HOG0000161	OG0000102	n3	ctg68_9|hypothetical			ctg608_24|hypothetical						ctg93_13|hypothetical				ctg122_6|hypothetical						
N1.HOG0000162	OG0000103	n0	ctg52_37|biosynthetic-additional		ctg212_21|biosynthetic-additional	ctg432_15|biosynthetic-additional	ctg136_10|biosynthetic-additional			O9300_08565|biosynthetic-additional		ctg21_25|biosynthetic-additional	O9338_03085|biosynthetic-additional									
N1.HOG0000163	OG0000104	n0	ctg52_38|hypothetical		ctg212_22|hypothetical	ctg432_14|hypothetical	ctg136_9|hypothetical			O9300_08560|hypothetical		ctg21_26|hypothetical	O9338_03080|hypothetical									
N1.HOG0000164	OG0000105	n0	ctg31_19|hypothetical			ctg725_9|hypothetical	ctg151_16|hypothetical	O9329_22580|hypothetical				ctg327_23|hypothetical	O9338_19565|hypothetical				ctg188_19|hypothetical	O9290_00370|hypothetical				
N1.HOG0000165	OG0000106	n0	ctg38_37|hypothetical				ctg109_25|hypothetical	O9329_24725|hypothetical		O9300_15405|hypothetical		ctg93_16|hypothetical				ctg221_10|hypothetical	ctg3_37|hypothetical				O9324_03685|hypothetical	
N1.HOG0000166	OG0000107	n0	ctg38_38|hypothetical				ctg109_26|hypothetical	O9329_24730|hypothetical		O9300_15400|hypothetical		ctg93_17|hypothetical				ctg221_11|hypothetical	ctg3_38|hypothetical				O9324_03690|hypothetical	
N1.HOG0000167	OG0000108	n0		ctg80_8|hypothetical						O9300_05615|hypothetical		ctg166_25|hypothetical							O9299_10885|hypothetical	O9334_13455|hypothetical	O9324_11160|hypothetical	O9336_14520|hypothetical
N1.HOG0000168	OG0000109	n0		ctg80_12|hypothetical		ctg156_2|hypothetical							O9338_10145|hypothetical		O9326_16490|hypothetical	ctg112_10|hypothetical		O9290_00640|hypothetical		O9334_13475|hypothetical	O9324_11180|hypothetical	
N1.HOG0000169	OG0000110	n0		ctg80_19|hypothetical		ctg156_1|hypothetical							O9338_10140|hypothetical		O9326_16495|hypothetical	ctg112_12|hypothetical		O9290_00645|hypothetical		O9334_13515|hypothetical	O9324_11175|hypothetical	
N1.HOG0000170	OG0000111	n0		ctg55_43|hypothetical, ctg55_44|hypothetical															O9299_17935|hypothetical, O9299_17940|hypothetical	O9334_10185|hypothetical, O9334_10190|hypothetical		O9336_14790|hypothetical, O9336_14795|hypothetical
N1.HOG0000171	OG0000112	n2		ctg196_1|biosynthetic-additional		ctg241_2|hypothetical												O9290_20200|biosynthetic-additional		O9334_21245|biosynthetic-additional		
N1.HOG0000172	OG0000112	n6				ctg645_1|biosynthetic-additional																
N1.HOG0000173	OG0000113	n0			ctg98_10|hypothetical	ctg35_20|hypothetical						ctg26_29|hypothetical				ctg4_22|hypothetical		O9290_04800|hypothetical	O9299_07685|hypothetical		O9324_06470|hypothetical	O9336_12180|hypothetical
N1.HOG0000174	OG0000114	n0			ctg639_10|hypothetical	ctg46_5|hypothetical								ctg46_6|hypothetical		ctg35_22|hypothetical		O9290_26365|hypothetical	O9299_05540|hypothetical		O9324_11495|hypothetical	O9336_11330|hypothetical
N1.HOG0000175	OG0000115	n0			ctg639_11|hypothetical	ctg46_6|hypothetical								ctg46_5|hypothetical		ctg35_21|hypothetical		O9290_26360|hypothetical	O9299_05535|hypothetical		O9324_11500|hypothetical	O9336_11325|hypothetical
N1.HOG0000176	OG0000116	n0			ctg639_12|hypothetical	ctg46_7|hypothetical								ctg46_4|hypothetical		ctg35_20|hypothetical		O9290_26355|hypothetical	O9299_05530|hypothetical		O9324_11505|hypothetical	O9336_11320|hypothetical
N1.HOG0000177	OG0000117	n0			ctg639_13|biosynthetic-additional	ctg46_8|biosynthetic-additional								ctg46_3|biosynthetic-additional		ctg35_19|biosynthetic-additional		O9290_26350|biosynthetic-additional	O9299_05525|biosynthetic-additional		O9324_11510|biosynthetic-additional	O9336_11315|biosynthetic-additional
N1.HOG0000178	OG0000118	n0			ctg639_14|hypothetical	ctg46_9|hypothetical								ctg46_2|hypothetical		ctg35_18|hypothetical		O9290_26345|hypothetical	O9299_05520|hypothetical		O9324_11515|hypothetical	O9336_11310|hypothetical
N1.HOG0000179	OG0000119	n0				ctg725_16|other		O9329_22555|other				ctg327_16|other	O9338_19535|other		O9326_10000|other	ctg304_11|other		O9290_00400|other			O9324_00095|other	
N1.HOG0000180	OG0000120	n0				ctg202_12|hypothetical, ctg202_9|hypothetical, ctg202_11|hypothetical, ctg202_10|hypothetical							O9338_09260|hypothetical, O9338_09245|hypothetical, O9338_09255|hypothetical, O9338_09250|hypothetical									
N1.HOG0000181	OG0000121	n0	ctg10_27|hypothetical				ctg64_54|hypothetical	O9329_16050|hypothetical				ctg180_54|hypothetical			O9326_07265|hypothetical	ctg194_11|hypothetical	ctg86_5|hypothetical					
N1.HOG0000182	OG0000122	n0	ctg43_2|transport			ctg608_23|transport	ctg6_21|transport			O9300_03915|transport		ctg151_41|transport	O9338_13425|transport			ctg398_23|transport						
N1.HOG0000183	OG0000123	n0	ctg43_3|hypothetical			ctg608_22|hypothetical	ctg6_20|hypothetical			O9300_03910|hypothetical		ctg151_40|hypothetical	O9338_13430|hypothetical			ctg398_22|hypothetical						
N1.HOG0000184	OG0000124	n0	ctg43_4|hypothetical			ctg608_21|hypothetical	ctg6_19|hypothetical			O9300_03900|hypothetical		ctg151_39|hypothetical	O9338_13440|hypothetical			ctg398_21|hypothetical						
N1.HOG0000185	OG0000125	n0	ctg35_60|hypothetical			ctg682_2|hypothetical									O9326_11035|hypothetical, O9326_10335|hypothetical	ctg160_16|hypothetical	ctg168_18|hypothetical	O9290_15720|hypothetical				
N1.HOG0000186	OG0000126	n0	ctg38_36|hypothetical				ctg109_24|hypothetical	O9329_24720|hypothetical				ctg93_15|hypothetical				ctg221_9|hypothetical	ctg3_36|hypothetical				O9324_03680|hypothetical	
N1.HOG0000187	OG0000127	n0	ctg38_54|hypothetical	ctg161_32|hypothetical				O9329_24800|hypothetical				ctg93_31|hypothetical					ctg3_53|hypothetical			O9334_01890|hypothetical	O9324_03760|hypothetical	
N1.HOG0000188	OG0000128	n0		ctg207_10|hypothetical		ctg725_10|hypothetical							O9338_19560|hypothetical		O9326_09960|hypothetical			O9290_00375|hypothetical		O9334_03695|hypothetical	O9324_00055|hypothetical	
N1.HOG0000189	OG0000129	n0		ctg80_6|hypothetical						O9300_05625|hypothetical		ctg166_27|hypothetical						O9290_00650|hypothetical		O9334_13445|hypothetical	O9324_11170|hypothetical	
N1.HOG0000190	OG0000130	n0		ctg83_22|hypothetical	ctg98_1|hypothetical	ctg35_9|hypothetical						ctg26_44|hypothetical							O9299_07730|hypothetical	O9334_06835|hypothetical		O9336_12225|hypothetical
N1.HOG0000191	OG0000131	n0		ctg217_18|biosynthetic-additional		ctg217_5|biosynthetic-additional						ctg16_45|biosynthetic-additional	O9338_16145|biosynthetic-additional					O9290_18885|biosynthetic-additional		O9334_00280|biosynthetic-additional		
